"County","FullName","Party","No","Votes","VR"
"宜蘭縣","宜蘭縣大同鄉","台灣獨立黨","14","5",0.0018
"宜蘭縣","宜蘭縣大同鄉","無黨團結聯盟","15","34",0.0123
"宜蘭縣","宜蘭縣大同鄉","新黨","16","80",0.0291
"宜蘭縣","宜蘭縣大同鄉","健保免費連線","17","13",0.0047
"宜蘭縣","宜蘭縣大同鄉","樹黨","18","13",0.0047
"宜蘭縣","宜蘭縣南澳鄉","民主進步黨","1","264",0.1019
"宜蘭縣","宜蘭縣南澳鄉","親民黨","2","443",0.1711
"宜蘭縣","宜蘭縣南澳鄉","自由台灣黨","3","11",0.0042
"宜蘭縣","宜蘭縣南澳鄉","和平鴿聯盟黨","4","6",0.0023
"宜蘭縣","宜蘭縣南澳鄉","軍公教聯盟黨","5","21",0.0081
"宜蘭縣","宜蘭縣南澳鄉","民國黨","6","87",0.0336
"宜蘭縣","宜蘭縣南澳鄉","信心希望聯盟","7","104",0.0401
"宜蘭縣","宜蘭縣南澳鄉","中華統一促進黨","8","55",0.0212
"宜蘭縣","宜蘭縣南澳鄉","中國國民黨","9","1413",0.5457
"宜蘭縣","宜蘭縣南澳鄉","台灣團結聯盟","10","27",0.0104
"宜蘭縣","宜蘭縣南澳鄉","時代力量","11","34",0.0131
"宜蘭縣","宜蘭縣南澳鄉","大愛憲改聯盟","12","0",0
"宜蘭縣","宜蘭縣南澳鄉","綠黨社會民主黨聯盟","13","26",0.01
"宜蘭縣","宜蘭縣南澳鄉","台灣獨立黨","14","2",7e-04
"宜蘭縣","宜蘭縣南澳鄉","無黨團結聯盟","15","42",0.0162
"宜蘭縣","宜蘭縣南澳鄉","新黨","16","42",0.0162
"宜蘭縣","宜蘭縣南澳鄉","健保免費連線","17","9",0.0034
"宜蘭縣","宜蘭縣南澳鄉","樹黨","18","3",0.0011
"新竹縣","新竹縣竹北市","民主進步黨","1","26870",0.3388
"新竹縣","新竹縣竹北市","親民黨","2","5742",0.0724
"新竹縣","新竹縣竹北市","自由台灣黨","3","276",0.0034
"新竹縣","新竹縣竹北市","和平鴿聯盟黨","4","176",0.0022
"新竹縣","新竹縣竹北市","軍公教聯盟黨","5","547",0.0068
"新竹縣","新竹縣竹北市","民國黨","6","6655",0.0839
"新竹縣","新竹縣竹北市","信心希望聯盟","7","1705",0.0214
"新竹縣","新竹縣竹北市","中華統一促進黨","8","508",0.0064
"新竹縣","新竹縣竹北市","中國國民黨","9","21774",0.2745
"新竹縣","新竹縣竹北市","台灣團結聯盟","10","1230",0.0155
"新竹縣","新竹縣竹北市","時代力量","11","6523",0.0822
"新竹縣","新竹縣竹北市","大愛憲改聯盟","12","116",0.0014
"新竹縣","新竹縣竹北市","綠黨社會民主黨聯盟","13","2520",0.0317
"新竹縣","新竹縣竹北市","台灣獨立黨","14","174",0.0021
"新竹縣","新竹縣竹北市","無黨團結聯盟","15","332",0.0041
"新竹縣","新竹縣竹北市","新黨","16","2881",0.0363
"新竹縣","新竹縣竹北市","健保免費連線","17","321",0.004
"新竹縣","新竹縣竹北市","樹黨","18","959",0.012
"新竹縣","新竹縣竹東鎮","民主進步黨","1","12160",0.2602
"新竹縣","新竹縣竹東鎮","親民黨","2","4459",0.0954
"新竹縣","新竹縣竹東鎮","自由台灣黨","3","225",0.0048
"新竹縣","新竹縣竹東鎮","和平鴿聯盟黨","4","148",0.0031
"新竹縣","新竹縣竹東鎮","軍公教聯盟黨","5","268",0.0057
"新竹縣","新竹縣竹東鎮","民國黨","6","3855",0.0825
"新竹縣","新竹縣竹東鎮","信心希望聯盟","7","810",0.0173
"新竹縣","新竹縣竹東鎮","中華統一促進黨","8","385",0.0082
"新竹縣","新竹縣竹東鎮","中國國民黨","9","17233",0.3688
"新竹縣","新竹縣竹東鎮","台灣團結聯盟","10","550",0.0117
"新竹縣","新竹縣竹東鎮","時代力量","11","2526",0.054
"新竹縣","新竹縣竹東鎮","大愛憲改聯盟","12","82",0.0017
"新竹縣","新竹縣竹東鎮","綠黨社會民主黨聯盟","13","1578",0.0337
"新竹縣","新竹縣竹東鎮","台灣獨立黨","14","99",0.0021
"新竹縣","新竹縣竹東鎮","無黨團結聯盟","15","150",0.0032
"新竹縣","新竹縣竹東鎮","新黨","16","1603",0.0343
"新竹縣","新竹縣竹東鎮","健保免費連線","17","240",0.0051
"新竹縣","新竹縣竹東鎮","樹黨","18","351",0.0075
"新竹縣","新竹縣新埔鎮","民主進步黨","1","6826",0.3698
"新竹縣","新竹縣新埔鎮","親民黨","2","1284",0.0695
"新竹縣","新竹縣新埔鎮","自由台灣黨","3","118",0.0063
"新竹縣","新竹縣新埔鎮","和平鴿聯盟黨","4","68",0.0036
"新竹縣","新竹縣新埔鎮","軍公教聯盟黨","5","89",0.0048
"新竹縣","新竹縣新埔鎮","民國黨","6","1558",0.0844
"新竹縣","新竹縣新埔鎮","信心希望聯盟","7","178",0.0096
"新竹縣","新竹縣新埔鎮","中華統一促進黨","8","189",0.0102
"新竹縣","新竹縣新埔鎮","中國國民黨","9","5636",0.3053
"新竹縣","新竹縣新埔鎮","台灣團結聯盟","10","288",0.0156
"新竹縣","新竹縣新埔鎮","時代力量","11","927",0.0502
"新竹縣","新竹縣新埔鎮","大愛憲改聯盟","12","26",0.0014
"新竹縣","新竹縣新埔鎮","綠黨社會民主黨聯盟","13","394",0.0213
"新竹縣","新竹縣新埔鎮","台灣獨立黨","14","60",0.0032
"新竹縣","新竹縣新埔鎮","無黨團結聯盟","15","73",0.0039
"新竹縣","新竹縣新埔鎮","新黨","16","514",0.0278
"新竹縣","新竹縣新埔鎮","健保免費連線","17","100",0.0054
"新竹縣","新竹縣新埔鎮","樹黨","18","128",0.0069
"新竹縣","新竹縣關西鎮","民主進步黨","1","5483",0.3455
"新竹縣","新竹縣關西鎮","親民黨","2","1179",0.0743
"新竹縣","新竹縣關西鎮","自由台灣黨","3","82",0.0051
"新竹縣","新竹縣關西鎮","和平鴿聯盟黨","4","55",0.0034
"新竹縣","新竹縣關西鎮","軍公教聯盟黨","5","100",0.0063
"新竹縣","新竹縣關西鎮","民國黨","6","1458",0.0918
"新竹縣","新竹縣關西鎮","信心希望聯盟","7","178",0.0112
"新竹縣","新竹縣關西鎮","中華統一促進黨","8","127",0.008
"新竹縣","新竹縣關西鎮","中國國民黨","9","5552",0.3499
"新竹縣","新竹縣關西鎮","台灣團結聯盟","10","203",0.0127
"新竹縣","新竹縣關西鎮","時代力量","11","533",0.0335
"新竹縣","新竹縣關西鎮","大愛憲改聯盟","12","21",0.0013
"新竹縣","新竹縣關西鎮","綠黨社會民主黨聯盟","13","254",0.016
"新竹縣","新竹縣關西鎮","台灣獨立黨","14","46",0.0028
"新竹縣","新竹縣關西鎮","無黨團結聯盟","15","60",0.0037
"新竹縣","新竹縣關西鎮","新黨","16","357",0.0225
"新竹縣","新竹縣關西鎮","健保免費連線","17","78",0.0049
"新竹縣","新竹縣關西鎮","樹黨","18","100",0.0063
"新竹縣","新竹縣湖口鄉","民主進步黨","1","11366",0.3022
"新竹縣","新竹縣湖口鄉","親民黨","2","3150",0.0837
"新竹縣","新竹縣湖口鄉","自由台灣黨","3","195",0.0051
"新竹縣","新竹縣湖口鄉","和平鴿聯盟黨","4","111",0.0029
"新竹縣","新竹縣湖口鄉","軍公教聯盟黨","5","223",0.0059
"新竹縣","新竹縣湖口鄉","民國黨","6","2907",0.0773
"新竹縣","新竹縣湖口鄉","信心希望聯盟","7","455",0.012
"新竹縣","新竹縣湖口鄉","中華統一促進黨","8","344",0.0091
"新竹縣","新竹縣湖口鄉","中國國民黨","9","13807",0.3671
"新竹縣","新竹縣湖口鄉","台灣團結聯盟","10","495",0.0131
"新竹縣","新竹縣湖口鄉","時代力量","11","1935",0.0514
"新竹縣","新竹縣湖口鄉","大愛憲改聯盟","12","69",0.0018
"新竹縣","新竹縣湖口鄉","綠黨社會民主黨聯盟","13","745",0.0198
"新竹縣","新竹縣湖口鄉","台灣獨立黨","14","104",0.0027
"新竹縣","新竹縣湖口鄉","無黨團結聯盟","15","125",0.0033
"新竹縣","新竹縣湖口鄉","新黨","16","1056",0.028
"新竹縣","新竹縣湖口鄉","健保免費連線","17","245",0.0065
"新竹縣","新竹縣湖口鄉","樹黨","18","273",0.0072
"新竹縣","新竹縣新豐鄉","民主進步黨","1","9119",0.3408
"新竹縣","新竹縣新豐鄉","親民黨","2","2134",0.0797
"新竹縣","新竹縣新豐鄉","自由台灣黨","3","102",0.0038
"新竹縣","新竹縣新豐鄉","和平鴿聯盟黨","4","84",0.0031
"新竹縣","新竹縣新豐鄉","軍公教聯盟黨","5","131",0.0048
"新竹縣","新竹縣新豐鄉","民國黨","6","2558",0.0956
"新竹縣","新竹縣新豐鄉","信心希望聯盟","7","321",0.0119
"新竹縣","新竹縣新豐鄉","中華統一促進黨","8","166",0.0062
"新竹縣","新竹縣新豐鄉","中國國民黨","9","8419",0.3147
"新竹縣","新竹縣新豐鄉","台灣團結聯盟","10","375",0.014
"新竹縣","新竹縣新豐鄉","時代力量","11","1435",0.0536
"新竹縣","新竹縣新豐鄉","大愛憲改聯盟","12","52",0.0019
"新竹縣","新竹縣新豐鄉","綠黨社會民主黨聯盟","13","561",0.0209
"新竹縣","新竹縣新豐鄉","台灣獨立黨","14","69",0.0025
"新竹縣","新竹縣新豐鄉","無黨團結聯盟","15","125",0.0046
"新竹縣","新竹縣新豐鄉","新黨","16","732",0.0273
"新竹縣","新竹縣新豐鄉","健保免費連線","17","210",0.0078
"新竹縣","新竹縣新豐鄉","樹黨","18","158",0.0059
"新竹縣","新竹縣芎林鄉","民主進步黨","1","3352",0.3079
"新竹縣","新竹縣芎林鄉","親民黨","2","904",0.083
"新竹縣","新竹縣芎林鄉","自由台灣黨","3","52",0.0047
"新竹縣","新竹縣芎林鄉","和平鴿聯盟黨","4","59",0.0054
"新竹縣","新竹縣芎林鄉","軍公教聯盟黨","5","63",0.0057
"新竹縣","新竹縣芎林鄉","民國黨","6","812",0.0745
"新竹縣","新竹縣芎林鄉","信心希望聯盟","7","168",0.0154
"新竹縣","新竹縣芎林鄉","中華統一促進黨","8","54",0.0049
"新竹縣","新竹縣芎林鄉","中國國民黨","9","3995",0.367
"新竹縣","新竹縣芎林鄉","台灣團結聯盟","10","160",0.0146
"新竹縣","新竹縣芎林鄉","時代力量","11","529",0.0485
"新竹縣","新竹縣芎林鄉","大愛憲改聯盟","12","10",9e-04
"新竹縣","新竹縣芎林鄉","綠黨社會民主黨聯盟","13","244",0.0224
"新竹縣","新竹縣芎林鄉","台灣獨立黨","14","25",0.0022
"新竹縣","新竹縣芎林鄉","無黨團結聯盟","15","27",0.0024
"新竹縣","新竹縣芎林鄉","新黨","16","307",0.0282
"新竹縣","新竹縣芎林鄉","健保免費連線","17","68",0.0062
"新竹縣","新竹縣芎林鄉","樹黨","18","56",0.0051
"新竹縣","新竹縣橫山鄉","民主進步黨","1","2064",0.2873
"新竹縣","新竹縣橫山鄉","親民黨","2","635",0.0883
"新竹縣","新竹縣橫山鄉","自由台灣黨","3","41",0.0057
"新竹縣","新竹縣橫山鄉","和平鴿聯盟黨","4","22",0.003
"新竹縣","新竹縣橫山鄉","軍公教聯盟黨","5","34",0.0047
"新竹縣","新竹縣橫山鄉","民國黨","6","534",0.0743
"新竹縣","新竹縣橫山鄉","信心希望聯盟","7","46",0.0064
"新竹縣","新竹縣橫山鄉","中華統一促進黨","8","51",0.007
"新竹縣","新竹縣橫山鄉","中國國民黨","9","2970",0.4134
"新竹縣","新竹縣橫山鄉","台灣團結聯盟","10","83",0.0115
"新竹縣","新竹縣橫山鄉","時代力量","11","270",0.0375
"新竹縣","新竹縣橫山鄉","大愛憲改聯盟","12","21",0.0029
"新竹縣","新竹縣橫山鄉","綠黨社會民主黨聯盟","13","116",0.0161
"新竹縣","新竹縣橫山鄉","台灣獨立黨","14","18",0.0025
"新竹縣","新竹縣橫山鄉","無黨團結聯盟","15","22",0.003
"新竹縣","新竹縣橫山鄉","新黨","16","190",0.0264
"新竹縣","新竹縣橫山鄉","健保免費連線","17","38",0.0052
"新竹縣","新竹縣橫山鄉","樹黨","18","29",0.004
"新竹縣","新竹縣北埔鄉","民主進步黨","1","1504",0.3024
"新竹縣","新竹縣北埔鄉","親民黨","2","462",0.0929
"新竹縣","新竹縣北埔鄉","自由台灣黨","3","38",0.0076
"新竹縣","新竹縣北埔鄉","和平鴿聯盟黨","4","21",0.0042
"新竹縣","新竹縣北埔鄉","軍公教聯盟黨","5","23",0.0046
"新竹縣","新竹縣北埔鄉","民國黨","6","416",0.0836
"新竹縣","新竹縣北埔鄉","信心希望聯盟","7","40",0.008
"新竹縣","新竹縣北埔鄉","中華統一促進黨","8","44",0.0088
"新竹縣","新竹縣北埔鄉","中國國民黨","9","1855",0.373
"新竹縣","新竹縣北埔鄉","台灣團結聯盟","10","73",0.0146
"新竹縣","新竹縣北埔鄉","時代力量","11","214",0.043
"新竹縣","新竹縣北埔鄉","大愛憲改聯盟","12","6",0.0012
"新竹縣","新竹縣北埔鄉","綠黨社會民主黨聯盟","13","90",0.018
"新竹縣","新竹縣北埔鄉","台灣獨立黨","14","16",0.0032
"新竹縣","新竹縣北埔鄉","無黨團結聯盟","15","19",0.0038
"新竹縣","新竹縣北埔鄉","新黨","16","99",0.0199
"新竹縣","新竹縣北埔鄉","健保免費連線","17","21",0.0042
"新竹縣","新竹縣北埔鄉","樹黨","18","32",0.0064
"新竹縣","新竹縣寶山鄉","民主進步黨","1","2388",0.3067
"新竹縣","新竹縣寶山鄉","親民黨","2","593",0.0761
"新竹縣","新竹縣寶山鄉","自由台灣黨","3","39",0.005
"新竹縣","新竹縣寶山鄉","和平鴿聯盟黨","4","36",0.0046
"新竹縣","新竹縣寶山鄉","軍公教聯盟黨","5","39",0.005
"新竹縣","新竹縣寶山鄉","民國黨","6","477",0.0612
"新竹縣","新竹縣寶山鄉","信心希望聯盟","7","166",0.0213
"新竹縣","新竹縣寶山鄉","中華統一促進黨","8","36",0.0046
"新竹縣","新竹縣寶山鄉","中國國民黨","9","2782",0.3573
"新竹縣","新竹縣寶山鄉","台灣團結聯盟","10","163",0.0209
"新竹縣","新竹縣寶山鄉","時代力量","11","414",0.0531
"新竹縣","新竹縣寶山鄉","大愛憲改聯盟","12","15",0.0019
"新竹縣","新竹縣寶山鄉","綠黨社會民主黨聯盟","13","200",0.0256
"新竹縣","新竹縣寶山鄉","台灣獨立黨","14","25",0.0032
"新竹縣","新竹縣寶山鄉","無黨團結聯盟","15","25",0.0032
"新竹縣","新竹縣寶山鄉","新黨","16","306",0.0393
"新竹縣","新竹縣寶山鄉","健保免費連線","17","26",0.0033
"新竹縣","新竹縣寶山鄉","樹黨","18","54",0.0069
"新竹縣","新竹縣峨眉鄉","民主進步黨","1","1227",0.3799
"新竹縣","新竹縣峨眉鄉","親民黨","2","203",0.0628
"新竹縣","新竹縣峨眉鄉","自由台灣黨","3","22",0.0068
"新竹縣","新竹縣峨眉鄉","和平鴿聯盟黨","4","14",0.0043
"新竹縣","新竹縣峨眉鄉","軍公教聯盟黨","5","10",0.003
"新竹縣","新竹縣峨眉鄉","民國黨","6","251",0.0777
"新竹縣","新竹縣峨眉鄉","信心希望聯盟","7","42",0.013
"新竹縣","新竹縣峨眉鄉","中華統一促進黨","8","33",0.0102
"新竹縣","新竹縣峨眉鄉","中國國民黨","9","1127",0.349
"新竹縣","新竹縣峨眉鄉","台灣團結聯盟","10","44",0.0136
"新竹縣","新竹縣峨眉鄉","時代力量","11","99",0.0306
"新竹縣","新竹縣峨眉鄉","大愛憲改聯盟","12","7",0.0021
"新竹縣","新竹縣峨眉鄉","綠黨社會民主黨聯盟","13","33",0.0102
"新竹縣","新竹縣峨眉鄉","台灣獨立黨","14","6",0.0018
"新竹縣","新竹縣峨眉鄉","無黨團結聯盟","15","7",0.0021
"新竹縣","新竹縣峨眉鄉","新黨","16","82",0.0253
"新竹縣","新竹縣峨眉鄉","健保免費連線","17","9",0.0027
"新竹縣","新竹縣峨眉鄉","樹黨","18","13",0.004
"新竹縣","新竹縣尖石鄉","民主進步黨","1","645",0.1683
"新竹縣","新竹縣尖石鄉","親民黨","2","586",0.1529
"新竹縣","新竹縣尖石鄉","自由台灣黨","3","12",0.0031
"新竹縣","新竹縣尖石鄉","和平鴿聯盟黨","4","12",0.0031
"新竹縣","新竹縣尖石鄉","軍公教聯盟黨","5","17",0.0044
"新竹縣","新竹縣尖石鄉","民國黨","6","266",0.0694
"新竹縣","新竹縣尖石鄉","信心希望聯盟","7","256",0.0668
"新竹縣","新竹縣尖石鄉","中華統一促進黨","8","12",0.0031
"新竹縣","新竹縣尖石鄉","中國國民黨","9","1591",0.4152
"新竹縣","新竹縣尖石鄉","台灣團結聯盟","10","45",0.0117
"新竹縣","新竹縣尖石鄉","時代力量","11","100",0.0261
"新竹縣","新竹縣尖石鄉","大愛憲改聯盟","12","13",0.0033
"新竹縣","新竹縣尖石鄉","綠黨社會民主黨聯盟","13","49",0.0127
"新竹縣","新竹縣尖石鄉","台灣獨立黨","14","14",0.0036
"新竹縣","新竹縣尖石鄉","無黨團結聯盟","15","105",0.0274
"新竹縣","新竹縣尖石鄉","新黨","16","64",0.0167
"新竹縣","新竹縣尖石鄉","健保免費連線","17","30",0.0078
"新竹縣","新竹縣尖石鄉","樹黨","18","14",0.0036
"新竹縣","新竹縣五峰鄉","民主進步黨","1","372",0.1764
"新竹縣","新竹縣五峰鄉","親民黨","2","344",0.1631
"新竹縣","新竹縣五峰鄉","自由台灣黨","3","9",0.0042
"新竹縣","新竹縣五峰鄉","和平鴿聯盟黨","4","2",9e-04
"新竹縣","新竹縣五峰鄉","軍公教聯盟黨","5","14",0.0066
"新竹縣","新竹縣五峰鄉","民國黨","6","156",0.074
"新竹縣","新竹縣五峰鄉","信心希望聯盟","7","91",0.0431
"新竹縣","新竹縣五峰鄉","中華統一促進黨","8","16",0.0075
"新竹縣","新竹縣五峰鄉","中國國民黨","9","949",0.4501
"新竹縣","新竹縣五峰鄉","台灣團結聯盟","10","14",0.0066
"新竹縣","新竹縣五峰鄉","時代力量","11","42",0.0199
"新竹縣","新竹縣五峰鄉","大愛憲改聯盟","12","4",0.0018
"新竹縣","新竹縣五峰鄉","綠黨社會民主黨聯盟","13","12",0.0056
"新竹縣","新竹縣五峰鄉","台灣獨立黨","14","4",0.0018
"新竹縣","新竹縣五峰鄉","無黨團結聯盟","15","28",0.0132
"新竹縣","新竹縣五峰鄉","新黨","16","36",0.017
"新竹縣","新竹縣五峰鄉","健保免費連線","17","6",0.0028
"新竹縣","新竹縣五峰鄉","樹黨","18","9",0.0042
"苗栗縣","苗栗縣苗栗市","民主進步黨","1","13418",0.2913
"苗栗縣","苗栗縣苗栗市","親民黨","2","3864",0.0838
"苗栗縣","苗栗縣苗栗市","自由台灣黨","3","145",0.0031
"苗栗縣","苗栗縣苗栗市","和平鴿聯盟黨","4","167",0.0036
"苗栗縣","苗栗縣苗栗市","軍公教聯盟黨","5","374",0.0081
"苗栗縣","苗栗縣苗栗市","民國黨","6","1298",0.0281
"苗栗縣","苗栗縣苗栗市","信心希望聯盟","7","503",0.0109
"苗栗縣","苗栗縣苗栗市","中華統一促進黨","8","898",0.0194
"苗栗縣","苗栗縣苗栗市","中國國民黨","9","18578",0.4033
"苗栗縣","苗栗縣苗栗市","台灣團結聯盟","10","625",0.0135
"苗栗縣","苗栗縣苗栗市","時代力量","11","2291",0.0497
"苗栗縣","苗栗縣苗栗市","大愛憲改聯盟","12","47",0.001
"苗栗縣","苗栗縣苗栗市","綠黨社會民主黨聯盟","13","1050",0.0227
"苗栗縣","苗栗縣苗栗市","台灣獨立黨","14","86",0.0018
"苗栗縣","苗栗縣苗栗市","無黨團結聯盟","15","171",0.0037
"苗栗縣","苗栗縣苗栗市","新黨","16","2073",0.045
"苗栗縣","苗栗縣苗栗市","健保免費連線","17","211",0.0045
"苗栗縣","苗栗縣苗栗市","樹黨","18","257",0.0055
"苗栗縣","苗栗縣苑裡鎮","民主進步黨","1","12636",0.5035
"苗栗縣","苗栗縣苑裡鎮","親民黨","2","1402",0.0558
"苗栗縣","苗栗縣苑裡鎮","自由台灣黨","3","122",0.0048
"苗栗縣","苗栗縣苑裡鎮","和平鴿聯盟黨","4","95",0.0037
"苗栗縣","苗栗縣苑裡鎮","軍公教聯盟黨","5","134",0.0053
"苗栗縣","苗栗縣苑裡鎮","民國黨","6","538",0.0214
"苗栗縣","苗栗縣苑裡鎮","信心希望聯盟","7","158",0.0062
"苗栗縣","苗栗縣苑裡鎮","中華統一促進黨","8","144",0.0057
"苗栗縣","苗栗縣苑裡鎮","中國國民黨","9","6324",0.252
"苗栗縣","苗栗縣苑裡鎮","台灣團結聯盟","10","663",0.0264
"苗栗縣","苗栗縣苑裡鎮","時代力量","11","1410",0.0561
"苗栗縣","苗栗縣苑裡鎮","大愛憲改聯盟","12","51",0.002
